scripture_name,level_1,level_2,level_3,name,type,description,child_type,media_path
RigVeda,1,23,NULL,Sukta - 23,Sukta,"Indra (Divine Mind) are Vayu (Vitality) are called to come and accept the offerings of Soma (delight) mixed with ashih (outwardly grains & curds, inwardly different kinds of knowledge).
Mitra (Harmony) and Varuna (Vastness) are called to widen and harmonise the being of the human aspirant
Indra is termed as the eldest among the Maruts (Truth-powers of thought & will). Prishni (the power of varied manifestation) is termed as their mother
The prayer to Indra, Pushan (the one who increases) and other gods is to destroy Vritra and recover the Soma (hidden delight)
The Divine waters (energies) from near the sun (truth) are called to stream down and nourish the seeker with knowledge and bliss and also heal all afflictions",Mantra,1
RigVeda,1,24,NULL,Sukta - 24,Sukta,"The seer Shunahshepah (literally a ray of delight) is looking for a way to be released from the triple cords (mental, vital & physical ignorance), by which he is tied to the tree (life), and reach the mighty Mother Aditi (Infinity). Through Agni (divine will), he approaches Savitr (spiritual sun) and seeks from Him his Bhaga (the appropriate portion of felicities)
Then he approaches Varuna (vastness), the one who prepares the path for the divine sun to follow, to come and widen the consciousness and deliver him from the bondage",Mantra,1
RigVeda,1,25,NULL,Sukta - 25,Sukta,"To bind the mind to Varuna (Vastness) through mantras is the way to avoid His punishment and to get relief from the miseries. He, as the lord of vastness, is knower of all finite movements. Varuna is asked to remove the triple cords (as in the previous s?kta)",Mantra,1
RigVeda,1,26,NULL,Sukta - 26,Sukta,"Agni (Lord of spiritual will) is called upon to conduct the Yajna (inner sacrifice) and the Varuna-Mitra-Aryaman (Lords of Vastness, Harmony and Tapas/Force) are asked to guard the Yajna from the hostile forces",Mantra,1
RigVeda,1,27,NULL,Sukta - 27,Sukta,"The seer offers himself to Agni, seated in the inner altar, and aspires for the plenitudes of the 3 words (Higher heavens, midworld, earth). The Sukta ends with salutations to all creation and the Gods and the Supreme",Mantra,1
RigVeda,1,28,NULL,Sukta - 28,Sukta,"The inner being of the seeker is churned and the Soma (delight) is extracted to be offered to Indra (Lord of the Divine Mind). The soul sees the movement of the divine force within as the extraction happens, the extracted delight is poured in the 'bowl' of the purified body",Mantra,1
RigVeda,1,29,NULL,Sukta - 29,Sukta,The prayer to Indra is to make for the aspirant a distinguished personality among the thousandfold luminous knowledge rays/forces ('cows') and life energies ('horses'),Mantra,1
RigVeda,1,30,NULL,Sukta - 30,Sukta,"Indra is referred to as the friend and the son of the seer; with His Grace the seekers are able to perform the Yajna
Ashwins are called to come in their car which moves in the midregions (vital worlds), with one of its wheels resting on the peak of the seeker's
consciousness and other wheel in the heavens (i.e. simultaneous movement in both the worlds)
Usha (the dawn of the spiritual consciousness) is then meditated upon so that She can bless the seeker with the wealth of the spirit",Mantra,1
RigVeda,1,31,NULL,Sukta - 31,Sukta,"Agni is lauded as the guide, the motivator, the nourisher, the protector of the spiritual aspirant. He is the first-born in the world, one who is pleased by self- offering and takes care of the seeker's progress",Mantra,1
RigVeda,1,32,NULL,Sukta - 32,Sukta,"The Indra-Vritra encounter is recounted here.
Vritra (the coverer who hides the divine reality and is the first born among the 'Ahis', hostile powers) has dried up the source of the divine waters (consciousness) and thus they don't reach the earth consciousness. Indra takes the Vajra (the mantric weapon formed out of the luminous substance of the truth-world), fashioned for him by Tvashtr (the divine sculptor), and strikes Vritra. Though Danu (the Mother of division, and thus of the hostile forces) tries to save Vritra, he is struck down and the seven rivers (streams of conscious existence) are released",Mantra,1
RigVeda,1,33,NULL,Sukta - 33,Sukta,"The chants laud Indra (Lord of the Divine mind) for having struck down Vritra (the coverer who hides the divine reality), and having released the Divine waters (consciousness/energies)
Indra also similarly defeated other hostile forces, like Illibisha (evil force that can assumes forms) and Shushna (the one who sucks up the sap of things) Seers or symbolic beings like Angirasas, Kutsa, Dashadyu and Shivitra are mentioned as being protected by Indra",Mantra,1
RigVeda,1,34,NULL,Sukta - 34,Sukta,"The Ashvins (the divine physicians who perfect the being for holding the bliss) are called to come with the 33 Gods in the triple world below and accept the Soma (the delight) prepared from the experiences of the 3 bodies (mental/vital/physical) of the aspirant, and thus strengthened guard the divine achievements of the seers. Ashvins are related to the principle of '3' throughout the Sukta",Mantra,1
RigVeda,1,35,NULL,Sukta - 35,Sukta,"After invoking Agni (spiritual will), Mitra (Harmony), Varuna (Vastness) and Ratri (Night, the womb of the creation), Savitr (the Sun who is the luminous creator) is invoked. He comes in his golden car with golden yokes (symbolizing truth-movement), illumines the desert regions of mind/life/matter and the waters of the 7 fertilizing streams of conscious existence, and establishes the functionings of both the higher and lower worlds. He dispels the darkness here and returns to his higher station as Surya (the Sun who is the source of infinite truth). The seer asks Him to come to the new seekers traversing the pathways established by the old seers (through spiritual discovery and realization)",Mantra,1
RigVeda,1,36,NULL,Sukta - 36,Sukta,"The seer Kanva (the wise-one) invokes Agni and expounds on His various characteristics. He is established here by the Gods (& Manu, the original word or being) as a light for all times",Mantra,1
RigVeda,1,37,NULL,Sukta - 37,Sukta,"Maruts (Truth powers of will and thought characterized by their speed and brilliance) move in their steedless chariots (since they move by their own life energy). Their movement brings out the potent words to guide the aspirant, but the aspirant has to make his being ready for their fierce movement, The Maruts impel the clouds (that cover the energising waters) to release the rain ",Mantra,1
RigVeda,1,38,NULL,Sukta - 38,Sukta,The arrival of Maruts is sought by the aspirant so that he can take one more step towards immortality. They come to the bodies of the seekers by well- defined subtle pathways and create a windless rain (i.e. a steady downpour of the divine energies),Mantra,1
RigVeda,1,39,NULL,Sukta - 39,Sukta,Maruts (Truth-powers of will and thought characterized by their speed and brilliance) shake out of inertia the material consciousness through their fierce movement. The seer prays for their protection from both human and non- human forces,Mantra,1
RigVeda,1,40,NULL,Sukta - 40,Sukta,"The seer prays to Brahmanaspati (the lord of the mantra or speech that measures the vasts of reality) to rise up (i.e. to activate his power in the inner being) and chant the mantra through the human instrument to invoke other Gods and Goddesses. However small or great the aspiration, Brahmanaspati's power protects its results",Mantra,1
RigVeda,1,41,NULL,Sukta - 41,Sukta,"Mitra-Varuna-Aryaman (Lords of Harmony, Vastness and Tapas/Power) are termed as the kings & Adityas (son of Aditi), who gain victory over the foes of the aspirant, thus relieving the aspirant of all agitations",Mantra,1
RigVeda,1,42,NULL,Sukta - 42,Sukta,"Pushan (the lord who nourishes) is called upon to remove the evil forces in the journey of the aspirant. He is the knower of paths to the Truth & Immortality, so he is asked to make the seeker understand the right action to be done on the happy path",Mantra,1
RigVeda,1,43,NULL,Sukta - 43,Sukta,"The seer prays for the grace of Rudra (the lord of Truth-Force that leads the upward evolution) and Mitra-Varuna to be on all living beings.
Soma (the lord of bliss) has its station in the supreme plane of Truth, He is asked to protect the Soma (the delight of experience/action/existence) offerings",Mantra,1
RigVeda,1,44,NULL,Sukta - 44,Sukta,"Agni (the Divine will who is also jataveda, knower of creation) is asked to summon Usha (the harbinger of the spiritual dawn for the seeker) and the Gods who awake with the dawn in the inner being of man and universe. The seers establish the Agni within as the Manu (the original mental being or word) did and place him in the front of the Yajna [i.e. make him the leader of their inner journey]",Mantra,1
RigVeda,1,45,NULL,Sukta - 45,Sukta,"Agni worships the Gods, and also the men who are sincere in their self offering. He is asked to bring the 33 Gods (8 Vasus related to earth, 11 Rudras related to middle vital regions, 12 Adityas related to the mental heavens) to the Yajna. The other seers (or perhaps symbolic beings) who had invoked and realized Agni before are mentioned",Mantra,1
RigVeda,1,46,NULL,Sukta - 46,Sukta,"The Ashvins (the divine physicians who make the lower being capable of holding bliss) accompany Usha in Her arrival. They make the bliss above the thought-world available to the seeker, and yoke the Soma (delight) to the seeker through the medium of thoughts",Mantra,1
RigVeda,1,47,NULL,Sukta - 47,Sukta,"The seer offers the extracted Soma (delight) to the Ashvins (divine physicians), who are called to come in their car with 3 posts (that is moving in all 3 worlds) and bring the Truth-light of the Sun with them",Mantra,1
RigVeda,1,48,NULL,Sukta - 48,Sukta,"As the Usha (spiritual dawn) comes, the wise ones get ready with their self- offerings. She removes the darkness of ignorance and awakens the divine faculties within. The birds (thoughts) rise high on Her arrival. She brings all the Gods to drink the Soma. The seer prays to Her to open the doors of heaven for Him and bless Him with spiritual wealth and plenitude",Mantra,1
RigVeda,1,49,NULL,Sukta - 49,Sukta,The aspirant who has prepared his being looks for the arrival of Usha (spiritual dawn) and swiftly follows Her to the heavenly regions,Mantra,1
RigVeda,1,50,NULL,Sukta - 50,Sukta,The All knowing Sun (the spiritual sun of Truth) is worshipped in this Sukta. The stars (partial illuminations) depart with the Night (Ignorance) as the spiritual sun dawns. His rays (aspects of the Truth) illumine all manifestation. He arrives in His car with seven steeds (each from the 7 principles of existence). His is the most excellent Truth-light to which the seers arrived after leaving all darkness behind,Mantra,1
RigVeda,1,51,NULL,Sukta - 51,Sukta,"The seer invokes Indra (the Lord of the Divine mind) and recounts His wonderful works.
He helped seers or symbolic beings like Atri (one who delights in offering), Vimada (one of excellent delight), Rjishvan (one who is straightforward), Kutsa (one who looks down upon hostiles) and Atithigiva (one who has a host of guests);
And slays the opposing forces like Vritra (the coverer), Shushna (a evil force that sucks the sap of things), Shambara (a hostile being who hides the peace), Arbuda (perhaps one of the Ahis) and Yayi (one who withholds the energising waters)
He protects the Arya (one who labours for perfection) from the Dasyu (the evil forces that divide & plunder the spiritual riches won through the sacrifice)",Mantra,1
RigVeda,1,52,NULL,Sukta - 52,Sukta," Indra's encounter with Vritra is explained, how Vritra is struck down and how the waters are released. Though He resides in the highest heavens, His glory fills the entire triple world below. He is the fashioner of the earth and establishes the order of the things here",Mantra,1
RigVeda,1,53,NULL,Sukta - 53,Sukta,"The seer asks to march together with Indra in his inner journey.He destroys the habitations of the evil forces like Kara?ja, Parnaya and Vangrda, He is the slayer of Namuchi (another hostile being who obstructs the flow of the waters).
He defeats the twenty kings (perhaps symbolizing the inner foes who collaborate to subdue the divine aspiration) who came to fight the king Sushravas (the glorious one)",Mantra,1
RigVeda,1,54,NULL,Sukta - 54,Sukta,Indra and Shachi (the executive power of Indra) are worshipped. Indra has of old slain the plunderers and released the waters for the benefit of the creation and the individual seekers. Indra is asked to drink the Soma (delight) offerings and provide His opulent gifts to the seeker,Mantra,1
RigVeda,1,55,NULL,Sukta - 55,Sukta,"Indra's grace on his followers is described. He, delighted with the offering, reveals His secrets to the seeker.",Mantra,1
RigVeda,1,56,NULL,Sukta - 56,Sukta,"The aspirants ascend with light of their chants to the station of Indra. Indra's conquests are described. Before the battle with Vritra, Indra firmly fixed the midworld in the framework of the heavens (i.e. with a sustained supply of life energy)",Mantra,1
